Altitude,Temperature,Pressure,Voltage
496.8627948226664,28.036658632258856,902.9002929436293,11.008841131149405
333.92718951658054,23.788727969773824,982.4973475748925,11.268452282743345
332.95484665950755,23.15212186209479,949.9590816525387,11.779347885792628
136.67865976436715,29.99744873156638,909.5688776307121,11.11461531872799
398.78957242396905,24.702021424549535,921.7001618810616,11.563114389766538
206.642885873273,20.6012077476032,904.6047142416726,11.152940528253936
466.7925383634546,25.415630145449448,955.2481998318328,11.184060354168182
467.4100537854016,27.8026286445226,925.1660395653437,11.924216678036228
55.01745082135634,28.674387799220497,998.6391811979089,11.204860101872306
6.998813718610608,22.00345696558137,929.3246326878337,11.45529640318564
292.0660712606989,27.91964287242222,967.305158985744,11.491364730160225
457.77130514301825,24.226771194150878,985.9172864655328,11.633040319096636
424.70505070019664,27.788275756687277,900.3016963059919,11.697404916015824
341.89436928720045,23.0510856172332,913.145729931421,11.922803463182117
336.51491089570396,22.34737322045946,909.3512359854155,11.364283736166646
177.93381496045336,24.91321935354188,907.465984940354,11.622718446745926
147.95337838010747,22.761954197794733,919.0338878801864,11.091867849947786
457.5686343225541,23.41912543454753,955.7241702173553,11.240216838367399
199.84003633147802,21.246734308510064,923.9220055064476,11.95485649567575
45.70860851404696,25.77123185455003,920.2488269218983,11.395530196447414
13.899971934903776,29.105428170129535,942.7296818888095,11.486450668865041
307.40223121445223,20.964887944109197,945.1860423428933,11.366321350843316
248.42021356958512,26.485743355306468,900.0601190473002,11.81853692783909
357.5989603275279,26.25087592163916,901.2571582638714,11.055511555176121
373.7967024205558,23.782277599409973,965.94431956199,11.36551732828982
214.3242026579203,28.015148746393006,997.4892657761658,11.230883128813211
487.62420218703534,27.515664399557014,915.9934886378632,11.755166907687885
63.07092775754336,29.505618849949755,915.4102558448311,11.645089440542016
155.20990110676098,23.389818737300928,906.7645553908937,11.230027257213004
342.18354153663364,25.39014269600932,908.942224838037,11.100990596581115
179.651979637322,20.93982318976953,956.0894822881081,11.212911442433114
318.04951912676836,28.418333730580784,938.8199935762132,11.39920780938945
448.61097040908174,21.604596871437444,941.770716304934,11.675914398841325
309.2925381721194,22.025478879405902,970.1986684559488,11.038801018850496
388.9327232149665,26.690224656178554,955.8372245443843,11.576892341536793
178.4990415650949,26.055097742257164,916.5561665789642,11.054330198342102
113.2254439693135,29.51835397125332,919.4077847519363,11.071166969930283
326.0978044883874,28.12478625078532,971.9573356787939,11.885442684126303
479.65975658597057,24.522783758801,983.8135995343956,11.391411036913736
256.96225366391985,24.348668487537548,974.1493024430239,11.277208874217337
287.67621425993775,22.162702363144632,983.2443528365512,11.232096057932127
289.1172071787772,24.326072641228727,973.8467488300073,11.753032454969292
38.235693559098394,21.711569878788954,970.3924363695805,11.445946088899921
433.72176633679936,20.16091387500382,905.0173144245715,11.458926140204536
311.0578906678633,24.186617455254456,942.3797423714018,11.78527403355559
412.6845264265414,27.793211355207312,933.6494834596076,11.686358480744113
495.50880105619797,27.753685995319717,988.834653452689,11.828730933927577
200.659540226537,27.394927400047173,945.7510433590351,11.169493900240168
93.02965984720358,28.295873119066357,940.2872397034287,11.995082891431434
390.61186845317184,20.953815069472984,992.0540118699598,11.421688627542329
139.28479498460723,28.75748312081038,937.787613638911,11.846442978940644
492.6724736544381,22.931241956164648,914.6928974734283,11.982041905605248
134.10754046967986,20.13116039138777,965.058623323943,11.137642565611902
326.06024037924715,23.656107614525986,907.9501025006982,11.289115192255561
379.7125791258543,27.758133946160157,999.1532918602393,11.756544587614083
402.7629870578257,26.76679254730014,967.6980949127991,11.035980824967393
435.10287295270416,29.57618565019787,947.5525059911257,11.21334776004332
336.197091720744,29.30531531878252,999.0893334030892,11.180052070666665
472.84962339424305,21.765859362602146,948.8999442202116,11.89847716228016
118.82347656325676,20.918451431712608,932.3828277038465,11.354777589309093
481.3742203681502,27.42840863540929,942.8925650926042,11.253328034302633
209.01129973702493,23.347691680071307,919.2559011272313,11.761558013993007
53.35502645435247,27.743274610483816,919.8246829057395,11.819546716854724
121.67154743292124,29.401169108600932,977.2246723677501,11.874337186481874
207.69014871421038,29.56422982509955,936.5621061572532,11.994135778045457
380.74010140844,28.53380144852008,924.3241089749538,11.947535286955468
28.68623502678225,22.02734713987052,932.5652173757505,11.89374989479148
202.2526000885543,23.163512381913794,954.8852054373646,11.442029556880266
475.27119701014726,21.077789528877556,928.9822296676724,11.957889991169864
76.20321050204959,24.588001976372677,973.087154767877,11.19979715221424
394.3646955755229,20.00191677864521,905.6156489777137,11.005518920263949
245.19256389404754,27.981319913705825,968.6081900481049,11.60203325466063
473.7340050706342,24.04280701038111,984.0374858499158,11.482436036626579
69.36621315994151,28.728513431064577,952.8363523863752,11.214753440951906
240.2350675151399,26.657700797081603,937.8076040022283,11.351131746206871
254.08209406879445,20.57908351631065,997.6356560929831,11.739930306703153
443.11445402084263,26.923855394778226,902.1811882984532,11.80018716680219
436.00863453061953,23.25729253386772,911.3602229065173,11.520519589639814
307.4413380043066,20.673811179705645,934.3196136667568,11.599176868577764
16.851557676416995,25.10866850529689,941.1085830689003,11.627455150396285
382.0146438552067,29.004793641126035,951.8158034284506,11.8639442618161
247.67820225598064,26.043541626919303,963.8249584116726,11.923447638300468
189.0194373141701,22.543447224597383,946.8019525541733,11.707068623885707
31.88310236808267,24.14824912876756,910.572461851545,11.74759564467859
234.31871656730635,20.937336569266034,949.5256319087932,11.742775421155335
48.32857025303483,23.673791477803704,969.6711296640403,11.99727154667632
248.74417668315346,23.27491989518964,947.0983306003608,11.47420231352152
283.6899979513464,23.9850468913015,962.2542310690071,11.413585491817289
247.82990800423627,21.09023303521934,973.8476257784963,11.842748217914501
322.90564083611895,26.419906874031742,976.8782350126514,11.462347994928079
